dt_iso,lat,lon,temp,dew_point,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,weather_description,Dhi,Dni,Ghi
2011-07-01 00:00:00+10:00,-32.951195,151.715443,283.78,279.54,1032,75,3.33,180,,75,broken clouds,0,0,0
2011-07-01 01:00:00+10:00,-32.951195,151.715443,283.93,279.68,1032,75,3.55,181,,80,broken clouds,0,0,0
2011-07-01 02:00:00+10:00,-32.951195,151.715443,285.68,281.95,1032,78,3.59,182,,59,broken clouds,0,0,0
2011-07-01 03:00:00+10:00,-32.951195,151.715443,284.06,282.15,1031,88,5.7,210,,66,broken clouds,0,0,0
2011-07-01 04:00:00+10:00,-32.951195,151.715443,284.1,282.19,1031,88,5.7,210,,79,broken clouds,0,0,0
2011-07-01 05:00:00+10:00,-32.951195,151.715443,284.99,281.66,1031,80,3.59,186,,59,broken clouds,0,0,0
2011-07-01 06:00:00+10:00,-32.951195,151.715443,283.5,280.39,1031,81,6.2,210,,52,broken clouds,0,0,0
2011-07-01 07:00:00+10:00,-32.951195,151.715443,283.23,280.3,1031,82,6.2,210,,41,scattered clouds,0,0,0
2011-07-01 08:00:00+10:00,-32.951195,151.715443,286.55,282.99,1031,79,2.32,187,,75,broken clouds,21,0,21
2011-07-01 09:00:00+10:00,-32.951195,151.715443,285.18,282.91,1031,86,0.0,0,,40,scattered clouds,109,2,109
2011-07-01 10:00:00+10:00,-32.951195,151.715443,285.62,283.35,1031,86,0.0,0,,40,scattered clouds,95,0,95
2011-07-01 11:00:00+10:00,-32.951195,151.715443,287.19,283.61,1031,79,3.2,170,0.12,66,light rain,161,291,313
2011-07-01 12:00:00+10:00,-32.951195,151.715443,287.99,285.13,1030,83,5.1,200,0.19,54,light rain,67,836,526
2011-07-01 13:00:00+10:00,-32.951195,151.715443,288.34,285.48,1029,83,5.1,200,,67,broken clouds,246,188,350
2011-07-01 14:00:00+10:00,-32.951195,151.715443,288.82,284.61,1028,76,3.78,169,0.12,59,light rain,243,148,313
2011-07-01 15:00:00+10:00,-32.951195,151.715443,287.91,284.87,1028,82,1.0,270,,40,scattered clouds,139,403,294
2011-07-01 16:00:00+10:00,-32.951195,151.715443,287.76,284.72,1028,82,1.0,270,0.17,40,light rain,105,63,124
2011-07-01 17:00:00+10:00,-32.951195,151.715443,287.73,284.32,1028,80,3.84,179,0.16,55,light rain,28,0,28
2011-07-01 18:00:00+10:00,-32.951195,151.715443,285.78,282.61,1028,81,4.6,220,0.12,55,light rain,0,0,0
2011-07-01 19:00:00+10:00,-32.951195,151.715443,285.78,282.97,1028,83,4.6,220,,42,scattered clouds,0,0,0
2011-07-01 20:00:00+10:00,-32.951195,151.715443,286.61,284.66,1028,88,3.15,184,,49,scattered clouds,0,0,0
2011-07-01 21:00:00+10:00,-32.951195,151.715443,285.01,284.39,1028,96,3.1,260,,68,broken clouds,0,0,0
2011-07-01 22:00:00+10:00,-32.951195,151.715443,284.75,284.13,1028,96,3.1,260,0.22,59,light rain,0,0,0
2011-07-01 23:00:00+10:00,-32.951195,151.715443,285.91,283.8,1028,87,2.07,199,0.11,69,light rain,0,0,0
2011-07-02 00:00:00+10:00,-32.951195,151.715443,283.33,282.72,1028,96,3.6,270,,68,broken clouds,0,0,0
2011-07-02 01:00:00+10:00,-32.951195,151.715443,283.19,282.58,1027,96,3.6,270,0.22,73,light rain,0,0,0
2011-07-02 02:00:00+10:00,-32.951195,151.715443,284.78,283.53,1027,92,1.62,229,,61,broken clouds,0,0,0
2011-07-02 03:00:00+10:00,-32.951195,151.715443,282.38,282.08,1027,98,3.1,280,,46,scattered clouds,0,0,0
2011-07-02 04:00:00+10:00,-32.951195,151.715443,282.32,282.02,1026,98,3.1,280,,35,scattered clouds,0,0,0
2011-07-02 05:00:00+10:00,-32.951195,151.715443,284.55,283.46,1026,93,2.62,242,,38,scattered clouds,0,0,0
2011-07-02 06:00:00+10:00,-32.951195,151.715443,281.78,280.87,1026,94,2.6,310,,33,scattered clouds,0,0,0
2011-07-02 07:00:00+10:00,-32.951195,151.715443,281.58,280.36,1026,92,2.6,310,,31,scattered clouds,0,0,0
2011-07-02 08:00:00+10:00,-32.951195,151.715443,285.58,284.32,1026,92,2.85,239,,39,scattered clouds,23,306,62
2011-07-02 09:00:00+10:00,-32.951195,151.715443,283.29,282.99,1027,98,0.0,0,,90,fog,47,651,221
2011-07-02 10:00:00+10:00,-32.951195,151.715443,283.49,283.19,1027,98,0.0,0,,90,fog,57,769,368
2011-07-02 11:00:00+10:00,-32.951195,151.715443,287.36,284.88,1026,85,2.12,225,0.14,43,light rain,63,822,475
2011-07-02 12:00:00+10:00,-32.951195,151.715443,288.68,286.17,1025,85,4.6,290,0.15,58,light rain,68,839,529
2011-07-02 13:00:00+10:00,-32.951195,151.715443,288.83,286.32,1024,85,4.6,290,0.1,46,light rain,69,834,525
2011-07-02 14:00:00+10:00,-32.951195,151.715443,289.1,285.27,1023,78,0.28,105,0.16,59,light rain,207,295,356
2011-07-02 15:00:00+10:00,-32.951195,151.715443,289.96,284.25,1023,69,0.0,0,,40,scattered clouds,147,375,286
2011-07-02 16:00:00+10:00,-32.951195,151.715443,289.85,284.14,1023,69,0.0,0,,40,scattered clouds,44,636,203
2011-07-02 17:00:00+10:00,-32.951195,151.715443,287.29,284.27,1023,82,2.07,63,,24,few clouds,18,259,48
2011-07-02 18:00:00+10:00,-32.951195,151.715443,286.3,283.66,1023,84,2.6,30,,14,few clouds,0,0,0
2011-07-02 19:00:00+10:00,-32.951195,151.715443,286.08,283.44,1023,84,2.6,30,,12,few clouds,0,0,0
2011-07-02 20:00:00+10:00,-32.951195,151.715443,285.1,283.35,1023,89,2.77,34,,7,sky is clear,0,0,0
2011-07-02 21:00:00+10:00,-32.951195,151.715443,283.96,280.65,1023,80,3.6,360,,13,few clouds,0,0,0
2011-07-02 22:00:00+10:00,-32.951195,151.715443,284.01,280.7,1023,80,3.6,360,,11,few clouds,0,0,0
2011-07-02 23:00:00+10:00,-32.951195,151.715443,284.75,282.83,1023,88,3.38,21,,2,sky is clear,0,0,0
2011-07-03 00:00:00+10:00,-32.951195,151.715443,282.63,280.58,1023,87,4.1,360,,1,sky is clear,0,0,0
2011-07-03 01:00:00+10:00,-32.951195,151.715443,282.7,280.65,1022,87,4.1,360,,1,sky is clear,0,0,0
2011-07-03 02:00:00+10:00,-32.951195,151.715443,283.09,281.69,1022,91,2.45,346,,1,sky is clear,0,0,0
2011-07-03 03:00:00+10:00,-32.951195,151.715443,280.89,279.99,1022,94,3.6,310,,10,sky is clear,0,0,0
2011-07-03 04:00:00+10:00,-32.951195,151.715443,280.73,279.83,1022,94,3.6,310,,59,broken clouds,0,0,0
2011-07-03 05:00:00+10:00,-32.951195,151.715443,282.02,281.72,1022,98,2.17,314,,56,broken clouds,0,0,0
2011-07-03 06:00:00+10:00,-32.951195,151.715443,279.73,279.58,1022,99,6.2,310,,68,broken clouds,0,0,0
2011-07-03 07:00:00+10:00,-32.951195,151.715443,279.98,279.98,1022,100,6.2,310,,100,overcast clouds,0,0,0
2011-07-03 08:00:00+10:00,-32.951195,151.715443,283.51,283.21,1022,98,2.58,312,,100,overcast clouds,41,35,45
2011-07-03 09:00:00+10:00,-32.951195,151.715443,282.48,282.48,1023,100,0.5,330,,40,mist,130,88,154
2011-07-03 10:00:00+10:00,-32.951195,151.715443,282.64,282.64,1023,100,0.5,330,,40,mist,206,118,253
2011-07-03 11:00:00+10:00,-32.951195,151.715443,286.56,282.61,1022,77,2.55,327,,6,sky is clear,241,210,348
2011-07-03 12:00:00+10:00,-32.951195,151.715443,288.74,283.72,1021,72,4.6,310,,14,few clouds,225,371,429
2011-07-03 13:00:00+10:00,-32.951195,151.715443,289.21,284.17,1020,72,4.6,310,,34,scattered clouds,98,767,517
2011-07-03 14:00:00+10:00,-32.951195,151.715443,290.59,282.5,1019,59,3.56,342,,48,scattered clouds,59,845,476
2011-07-03 15:00:00+10:00,-32.951195,151.715443,291.11,282.99,1019,59,0.0,0,,40,scattered clouds,53,784,361
2011-07-03 16:00:00+10:00,-32.951195,151.715443,291.04,282.92,1019,59,0.0,0,,40,scattered clouds,42,658,207
2011-07-03 17:00:00+10:00,-32.951195,151.715443,289.08,282.05,1019,63,3.47,355,,33,scattered clouds,18,270,49
2011-07-03 18:00:00+10:00,-32.951195,151.715443,287.25,281.0,1019,66,4.1,360,,30,scattered clouds,0,0,0
2011-07-03 19:00:00+10:00,-32.951195,151.715443,287.11,281.52,1019,69,4.1,360,,10,sky is clear,0,0,0
2011-07-03 20:00:00+10:00,-32.951195,151.715443,286.5,281.97,1019,74,4.01,359,,5,sky is clear,0,0,0
2011-07-03 21:00:00+10:00,-32.951195,151.715443,284.71,280.63,1019,76,3.6,320,,7,sky is clear,0,0,0
2011-07-03 22:00:00+10:00,-32.951195,151.715443,284.37,280.3,1019,76,3.6,320,,5,sky is clear,0,0,0
2011-07-03 23:00:00+10:00,-32.951195,151.715443,285.18,281.47,1019,78,4.1,354,,0,sky is clear,0,0,0
2011-07-04 00:00:00+10:00,-32.951195,151.715443,282.97,278.95,1018,76,4.6,330,,0,sky is clear,0,0,0
2011-07-04 01:00:00+10:00,-32.951195,151.715443,282.79,278.77,1018,76,4.6,330,,0,sky is clear,0,0,0
2011-07-04 02:00:00+10:00,-32.951195,151.715443,284.17,280.86,1018,80,3.99,341,,2,sky is clear,0,0,0
2011-07-04 03:00:00+10:00,-32.951195,151.715443,281.58,279.21,1017,85,4.1,340,,26,scattered clouds,0,0,0
2011-07-04 04:00:00+10:00,-32.951195,151.715443,281.62,279.25,1016,85,4.1,340,,21,few clouds,0,0,0
2011-07-04 05:00:00+10:00,-32.951195,151.715443,283.87,280.2,1016,78,4.02,333,,11,few clouds,0,0,0
2011-07-04 06:00:00+10:00,-32.951195,151.715443,282.31,278.31,1016,76,5.1,320,,0,sky is clear,0,0,0
2011-07-04 07:00:00+10:00,-32.951195,151.715443,282.11,277.73,1016,74,5.1,320,,0,sky is clear,0,0,0
2011-07-04 08:00:00+10:00,-32.951195,151.715443,286.52,281.17,1016,70,4.12,329,,0,sky is clear,21,315,62
2011-07-04 09:00:00+10:00,-32.951195,151.715443,286.06,281.14,1016,72,1.0,310,,20,few clouds,46,647,219
2011-07-04 10:00:00+10:00,-32.951195,151.715443,286.59,281.65,1016,72,1.0,310,,20,few clouds,56,763,366
2011-07-04 11:00:00+10:00,-32.951195,151.715443,290.13,282.07,1015,59,5.1,331,,1,sky is clear,62,816,472
2011-07-04 12:00:00+10:00,-32.951195,151.715443,292.93,282.51,1014,51,8.7,320,,2,sky is clear,67,832,525
2011-07-04 13:00:00+10:00,-32.951195,151.715443,293.52,283.06,1012,51,8.7,320,,5,sky is clear,67,831,523
2011-07-04 14:00:00+10:00,-32.951195,151.715443,292.37,283.91,1011,58,7.3,319,,14,few clouds,62,813,465
2011-07-04 15:00:00+10:00,-32.951195,151.715443,293.39,281.73,1011,47,5.1,310,,20,few clouds,60,744,353
2011-07-04 16:00:00+10:00,-32.951195,151.715443,293.27,281.62,1011,47,5.1,310,,20,few clouds,49,610,203
2011-07-04 17:00:00+10:00,-32.951195,151.715443,290.86,283.97,1011,64,5.12,311,,4,sky is clear,20,234,48
2011-07-04 18:00:00+10:00,-32.951195,151.715443,289.2,282.63,1012,65,6.2,300,,6,sky is clear,0,0,0
2011-07-04 19:00:00+10:00,-32.951195,151.715443,288.7,282.82,1012,68,6.2,300,,3,sky is clear,0,0,0
2011-07-04 20:00:00+10:00,-32.951195,151.715443,288.21,283.21,1012,72,4.29,286,,41,scattered clouds,0,0,0
2011-07-04 21:00:00+10:00,-32.951195,151.715443,287.0,280.31,1012,64,4.6,290,,26,scattered clouds,0,0,0
2011-07-04 22:00:00+10:00,-32.951195,151.715443,286.78,280.11,1012,64,4.6,290,,3,sky is clear,0,0,0
2011-07-04 23:00:00+10:00,-32.951195,151.715443,286.87,279.73,1012,62,4.88,281,,0,sky is clear,0,0,0
2011-07-05 00:00:00+10:00,-32.951195,151.715443,285.64,276.06,1012,52,5.7,290,,0,sky is clear,0,0,0
2011-07-05 01:00:00+10:00,-32.951195,151.715443,286.05,276.44,1012,52,5.7,290,,0,sky is clear,0,0,0
2011-07-05 02:00:00+10:00,-32.951195,151.715443,286.52,277.41,1011,54,6.37,298,,0,sky is clear,0,0,0
2011-07-05 03:00:00+10:00,-32.951195,151.715443,284.93,275.4,1011,52,9.3,300,,0,sky is clear,0,0,0
2011-07-05 04:00:00+10:00,-32.951195,151.715443,284.71,275.2,1011,52,9.3,300,,0,sky is clear,0,0,0
2011-07-05 05:00:00+10:00,-32.951195,151.715443,285.6,277.07,1011,56,7.29,294,,0,sky is clear,0,0,0
2011-07-05 06:00:00+10:00,-32.951195,151.715443,284.19,276.25,1011,58,7.7,310,,0,sky is clear,0,0,0
2011-07-05 07:00:00+10:00,-32.951195,151.715443,284.07,276.38,1012,59,7.7,310,,0,sky is clear,0,0,0
2011-07-05 08:00:00+10:00,-32.951195,151.715443,286.65,278.8,1012,59,7.08,289,,0,sky is clear,21,352,66
2011-07-05 09:00:00+10:00,-32.951195,151.715443,286.04,276.7,1012,53,3.1,310,,0,sky is clear,43,707,232
2011-07-05 10:00:00+10:00,-32.951195,151.715443,286.14,276.79,1012,53,3.1,310,,0,sky is clear,53,819,385
2011-07-05 11:00:00+10:00,-32.951195,151.715443,287.34,278.44,1010,55,9.59,291,,0,sky is clear,63,859,496
2011-07-05 12:00:00+10:00,-32.951195,151.715443,288.32,277.4,1009,48,14.4,310,,0,sky is clear,66,881,553
2011-07-05 13:00:00+10:00,-32.951195,151.715443,288.39,277.46,1008,48,14.4,310,,0,sky is clear,63,886,551
2011-07-05 14:00:00+10:00,-32.951195,151.715443,288.89,276.02,1007,42,8.69,283,,0,sky is clear,57,871,489
2011-07-05 15:00:00+10:00,-32.951195,151.715443,289.13,272.16,1007,31,12.9,310,,2,sky is clear,49,825,374
2011-07-05 16:00:00+10:00,-32.951195,151.715443,289.01,272.07,1008,31,12.9,310,,1,sky is clear,39,711,219
2011-07-05 17:00:00+10:00,-32.951195,151.715443,287.99,276.18,1008,45,8.26,287,,2,sky is clear,17,317,54
2011-07-05 18:00:00+10:00,-32.951195,151.715443,286.91,275.2,1009,45,7.7,290,,1,sky is clear,0,0,0
2011-07-05 19:00:00+10:00,-32.951195,151.715443,286.73,275.64,1009,47,7.7,290,,1,sky is clear,0,0,0
2011-07-05 20:00:00+10:00,-32.951195,151.715443,285.68,276.37,1010,53,7.4,290,,2,sky is clear,0,0,0
2011-07-05 21:00:00+10:00,-32.951195,151.715443,285.23,273.36,1011,44,8.2,310,,1,sky is clear,0,0,0
2011-07-05 22:00:00+10:00,-32.951195,151.715443,285.12,273.26,1011,44,8.2,310,,1,sky is clear,0,0,0
2011-07-05 23:00:00+10:00,-32.951195,151.715443,285.39,276.62,1012,55,7.32,293,,0,sky is clear,0,0,0
2011-07-06 00:00:00+10:00,-32.951195,151.715443,283.98,274.52,1011,52,8.7,300,,0,sky is clear,0,0,0
2011-07-06 01:00:00+10:00,-32.951195,151.715443,283.96,274.51,1011,52,8.7,300,,0,sky is clear,0,0,0
2011-07-06 02:00:00+10:00,-32.951195,151.715443,284.9,276.92,1011,58,7.22,300,,0,sky is clear,0,0,0
2011-07-06 03:00:00+10:00,-32.951195,151.715443,284.26,273.67,1011,48,12.3,310,,0,sky is clear,0,0,0
2011-07-06 04:00:00+10:00,-32.951195,151.715443,284.33,273.74,1011,48,12.3,310,,1,sky is clear,0,0,0
2011-07-06 05:00:00+10:00,-32.951195,151.715443,284.26,277.49,1011,63,7.03,304,,1,sky is clear,0,0,0
2011-07-06 06:00:00+10:00,-32.951195,151.715443,284.33,277.56,1012,63,7.7,300,,0,sky is clear,0,0,0
2011-07-06 07:00:00+10:00,-32.951195,151.715443,284.24,277.7,1012,64,7.7,300,,0,sky is clear,0,0,0
2011-07-06 08:00:00+10:00,-32.951195,151.715443,285.73,278.42,1013,61,6.17,309,,0,sky is clear,21,356,66
2011-07-06 09:00:00+10:00,-32.951195,151.715443,286.09,275.93,1013,50,3.1,310,,40,scattered clouds,42,708,232
2011-07-06 10:00:00+10:00,-32.951195,151.715443,286.22,276.05,1013,50,3.1,310,,40,scattered clouds,52,818,385
2011-07-06 11:00:00+10:00,-32.951195,151.715443,286.95,278.33,1012,56,7.13,290,,75,broken clouds,60,861,494
2011-07-06 12:00:00+10:00,-32.951195,151.715443,288.48,276.94,1011,46,10.3,300,,80,broken clouds,63,877,549
2011-07-06 13:00:00+10:00,-32.951195,151.715443,288.6,277.05,1010,46,10.3,300,,60,broken clouds,65,868,544
2011-07-06 14:00:00+10:00,-32.951195,151.715443,288.65,277.7,1010,48,7.91,290,,77,broken clouds,62,842,481
2011-07-06 15:00:00+10:00,-32.951195,151.715443,288.84,273.83,1010,36,4.1,310,,40,scattered clouds,62,754,363
2011-07-06 16:00:00+10:00,-32.951195,151.715443,288.42,273.08,1010,35,4.1,310,,40,scattered clouds,84,388,185
2011-07-06 17:00:00+10:00,-32.951195,151.715443,287.19,277.22,1010,51,6.98,294,,12,few clouds,29,137,45
2011-07-06 18:00:00+10:00,-32.951195,151.715443,286.5,276.86,1010,52,10.8,300,,0,sky is clear,0,0,0
2011-07-06 19:00:00+10:00,-32.951195,151.715443,286.32,276.96,1010,53,10.8,300,,0,sky is clear,0,0,0
2011-07-06 20:00:00+10:00,-32.951195,151.715443,285.61,277.33,1010,57,7.19,301,,0,sky is clear,0,0,0
2011-07-06 21:00:00+10:00,-32.951195,151.715443,285.4,274.72,1010,48,12.3,300,,0,sky is clear,0,0,0
2011-07-06 22:00:00+10:00,-32.951195,151.715443,285.4,274.72,1010,48,12.3,300,,0,sky is clear,0,0,0
2011-07-06 23:00:00+10:00,-32.951195,151.715443,285.73,277.45,1009,57,8.11,303,,0,sky is clear,0,0,0
2011-07-07 00:00:00+10:00,-32.951195,151.715443,285.16,275.07,1010,50,13.9,300,,0,sky is clear,0,0,0
2011-07-07 01:00:00+10:00,-32.951195,151.715443,285.1,275.01,1009,50,13.9,300,,0,sky is clear,0,0,0
2011-07-07 02:00:00+10:00,-32.951195,151.715443,285.32,277.31,1009,58,7.49,302,,0,sky is clear,0,0,0
2011-07-07 03:00:00+10:00,-32.951195,151.715443,284.71,276.49,1009,57,8.7,310,,0,sky is clear,0,0,0
2011-07-07 04:00:00+10:00,-32.951195,151.715443,284.69,276.47,1009,57,8.7,310,,0,sky is clear,0,0,0
2011-07-07 05:00:00+10:00,-32.951195,151.715443,284.79,278.22,1009,64,8.36,297,,0,sky is clear,0,0,0
2011-07-07 06:00:00+10:00,-32.951195,151.715443,284.51,278.17,1009,65,9.8,300,,0,sky is clear,0,0,0
2011-07-07 07:00:00+10:00,-32.951195,151.715443,284.46,278.13,1010,65,9.8,300,,0,sky is clear,0,0,0
2011-07-07 08:00:00+10:00,-32.951195,151.715443,286.32,279.67,1010,64,8.93,290,,0,sky is clear,22,334,65
2011-07-07 09:00:00+10:00,-32.951195,151.715443,286.15,277.07,1011,54,7.7,310,,0,sky is clear,43,692,229
2011-07-07 10:00:00+10:00,-32.951195,151.715443,286.29,277.2,1011,54,7.7,310,,0,sky is clear,55,798,381
2011-07-07 11:00:00+10:00,-32.951195,151.715443,287.69,279.53,1012,58,8.45,275,,1,sky is clear,66,835,488
2011-07-07 12:00:00+10:00,-32.951195,151.715443,289.75,275.75,1012,39,10.8,270,,5,sky is clear,70,854,544
2011-07-07 13:00:00+10:00,-32.951195,151.715443,289.98,275.96,1012,39,10.8,270,,2,sky is clear,167,557,476
2011-07-07 14:00:00+10:00,-32.951195,151.715443,289.15,278.45,1013,49,7.27,266,,2,sky is clear,126,639,442
2011-07-07 15:00:00+10:00,-32.951195,151.715443,289.66,275.67,1014,39,5.1,310,,20,few clouds,54,794,370
2011-07-07 16:00:00+10:00,-32.951195,151.715443,289.41,275.45,1015,39,5.1,310,,20,few clouds,43,671,216
2011-07-07 17:00:00+10:00,-32.951195,151.715443,287.36,278.19,1017,54,6.32,252,,1,sky is clear,19,289,54
2011-07-07 18:00:00+10:00,-32.951195,151.715443,286.4,277.3,1018,54,5.1,250,,0,sky is clear,0,0,0
2011-07-07 19:00:00+10:00,-32.951195,151.715443,286.12,277.3,1019,55,5.1,250,,1,sky is clear,0,0,0
2011-07-07 20:00:00+10:00,-32.951195,151.715443,283.96,276.75,1019,61,5.73,263,,1,sky is clear,0,0,0
2011-07-07 21:00:00+10:00,-32.951195,151.715443,282.74,272.63,1020,49,4.1,290,,0,sky is clear,0,0,0
2011-07-07 22:00:00+10:00,-32.951195,151.715443,282.9,272.76,1021,49,4.1,290,,0,sky is clear,0,0,0
2011-07-07 23:00:00+10:00,-32.951195,151.715443,281.6,276.25,1021,69,5.03,270,,0,sky is clear,0,0,0
2011-07-08 00:00:00+10:00,-32.951195,151.715443,280.95,272.56,1021,55,4.6,300,,0,sky is clear,0,0,0
2011-07-08 01:00:00+10:00,-32.951195,151.715443,280.88,272.5,1021,55,4.6,300,,0,sky is clear,0,0,0
2011-07-08 02:00:00+10:00,-32.951195,151.715443,280.26,275.95,1021,74,4.17,279,,0,sky is clear,0,0,0
2011-07-08 03:00:00+10:00,-32.951195,151.715443,279.38,272.9,1022,63,4.6,290,,0,sky is clear,0,0,0
2011-07-08 04:00:00+10:00,-32.951195,151.715443,279.24,272.78,1022,63,4.6,290,,0,sky is clear,0,0,0
2011-07-08 05:00:00+10:00,-32.951195,151.715443,279.25,275.53,1022,77,3.61,290,,0,sky is clear,0,0,0
2011-07-08 06:00:00+10:00,-32.951195,151.715443,278.36,274.84,1023,78,6.2,290,,0,sky is clear,0,0,0
2011-07-08 07:00:00+10:00,-32.951195,151.715443,278.34,275.0,1023,79,6.2,290,,0,sky is clear,0,0,0
2011-07-08 08:00:00+10:00,-32.951195,151.715443,282.07,277.5,1024,73,4.03,303,,0,sky is clear,22,351,67
2011-07-08 09:00:00+10:00,-32.951195,151.715443,281.98,275.33,1024,63,2.1,310,,1,sky is clear,45,708,236
2011-07-08 10:00:00+10:00,-32.951195,151.715443,282.19,275.53,1024,63,2.1,310,,1,sky is clear,54,827,392
2011-07-08 11:00:00+10:00,-32.951195,151.715443,284.4,277.16,1023,61,5.17,314,,0,sky is clear,57,888,507
2011-07-08 12:00:00+10:00,-32.951195,151.715443,286.4,275.64,1022,48,11.8,310,,0,sky is clear,59,913,567
2011-07-08 13:00:00+10:00,-32.951195,151.715443,286.65,275.87,1020,48,11.8,310,,0,sky is clear,59,914,566
2011-07-08 14:00:00+10:00,-32.951195,151.715443,288.11,277.2,1019,48,5.7,308,,0,sky is clear,56,893,504
2011-07-08 15:00:00+10:00,-32.951195,151.715443,288.21,275.41,1019,42,10.3,310,,0,sky is clear,51,839,386
2011-07-08 16:00:00+10:00,-32.951195,151.715443,288.12,275.33,1019,42,10.3,310,,0,sky is clear,41,723,227
2011-07-08 17:00:00+10:00,-32.951195,151.715443,286.77,277.91,1020,55,5.58,308,,0,sky is clear,17,344,59
2011-07-08 18:00:00+10:00,-32.951195,151.715443,285.52,277.25,1020,57,8.2,310,,0,sky is clear,0,0,0
2011-07-08 19:00:00+10:00,-32.951195,151.715443,285.47,276.95,1020,56,8.2,310,,0,sky is clear,0,0,0
2011-07-08 20:00:00+10:00,-32.951195,151.715443,284.23,276.53,1020,59,6.65,296,,0,sky is clear,0,0,0
2011-07-08 21:00:00+10:00,-32.951195,151.715443,283.93,274.48,1020,52,9.8,300,,0,sky is clear,0,0,0
2011-07-08 22:00:00+10:00,-32.951195,151.715443,283.98,274.52,1020,52,9.8,300,,0,sky is clear,0,0,0
2011-07-08 23:00:00+10:00,-32.951195,151.715443,281.78,276.21,1020,68,6.44,296,,0,sky is clear,0,0,0
2011-07-09 00:00:00+10:00,-32.951195,151.715443,282.18,273.88,1020,56,11.3,300,,0,sky is clear,0,0,0
2011-07-09 01:00:00+10:00,-32.951195,151.715443,282.07,273.78,1020,56,11.3,300,,0,sky is clear,0,0,0
2011-07-09 02:00:00+10:00,-32.951195,151.715443,280.58,275.47,1020,70,6.26,295,,0,sky is clear,0,0,0
2011-07-09 03:00:00+10:00,-32.951195,151.715443,280.89,273.62,1019,60,12.3,300,,0,sky is clear,0,0,0
2011-07-09 04:00:00+10:00,-32.951195,151.715443,280.77,273.51,1019,60,12.3,300,,0,sky is clear,0,0,0
2011-07-09 05:00:00+10:00,-32.951195,151.715443,279.91,275.03,1019,71,6.23,299,,0,sky is clear,0,0,0
2011-07-09 06:00:00+10:00,-32.951195,151.715443,280.16,275.27,1019,71,10.8,300,,0,sky is clear,0,0,0
2011-07-09 07:00:00+10:00,-32.951195,151.715443,280.08,275.19,1020,71,10.8,300,,0,sky is clear,0,0,0
2011-07-09 08:00:00+10:00,-32.951195,151.715443,282.18,276.39,1020,67,5.93,292,,0,sky is clear,21,375,69
2011-07-09 09:00:00+10:00,-32.951195,151.715443,281.75,273.96,1020,58,10.3,310,,1,sky is clear,42,726,238
2011-07-09 10:00:00+10:00,-32.951195,151.715443,281.9,274.1,1020,58,10.3,310,,1,sky is clear,49,839,393
2011-07-09 11:00:00+10:00,-32.951195,151.715443,283.82,276.62,1020,61,5.29,290,,0,sky is clear,56,882,504
2011-07-09 12:00:00+10:00,-32.951195,151.715443,286.01,274.98,1018,47,10.3,290,,3,sky is clear,59,900,561
2011-07-09 13:00:00+10:00,-32.951195,151.715443,286.13,275.09,1017,47,10.3,290,,1,sky is clear,59,897,558
2011-07-09 14:00:00+10:00,-32.951195,151.715443,287.81,277.79,1017,51,5.28,282,,3,sky is clear,56,872,495
2011-07-09 15:00:00+10:00,-32.951195,151.715443,287.43,275.67,1017,45,2.6,310,,1,sky is clear,51,816,379
2011-07-09 16:00:00+10:00,-32.951195,151.715443,287.42,275.66,1017,45,2.6,310,,1,sky is clear,41,699,223
2011-07-09 17:00:00+10:00,-32.951195,151.715443,286.2,277.63,1017,56,5.5,281,,2,sky is clear,18,332,58
2011-07-09 18:00:00+10:00,-32.951195,151.715443,285.09,277.34,1018,59,7.7,290,,2,sky is clear,0,0,0
2011-07-09 19:00:00+10:00,-32.951195,151.715443,284.97,277.7,1019,61,7.7,290,,1,sky is clear,0,0,0
2011-07-09 20:00:00+10:00,-32.951195,151.715443,283.4,276.9,1019,64,5.98,284,,1,sky is clear,0,0,0
2011-07-09 21:00:00+10:00,-32.951195,151.715443,282.68,274.83,1020,58,7.2,300,,2,sky is clear,0,0,0
2011-07-09 22:00:00+10:00,-32.951195,151.715443,282.57,274.73,1020,58,7.2,300,,1,sky is clear,0,0,0
2011-07-09 23:00:00+10:00,-32.951195,151.715443,281.67,276.72,1019,71,5.57,290,,0,sky is clear,0,0,0
2011-07-10 00:00:00+10:00,-32.951195,151.715443,281.78,274.23,1019,59,6.2,310,,0,sky is clear,0,0,0
2011-07-10 01:00:00+10:00,-32.951195,151.715443,281.8,274.25,1019,59,6.2,310,,0,sky is clear,0,0,0
2011-07-10 02:00:00+10:00,-32.951195,151.715443,280.99,276.65,1018,74,6.16,297,,0,sky is clear,0,0,0
2011-07-10 03:00:00+10:00,-32.951195,151.715443,281.32,274.26,1017,61,10.3,300,,0,sky is clear,0,0,0
2011-07-10 04:00:00+10:00,-32.951195,151.715443,281.23,274.17,1018,61,10.3,300,,0,sky is clear,0,0,0
2011-07-10 05:00:00+10:00,-32.951195,151.715443,280.58,276.06,1017,73,6.94,298,,0,sky is clear,0,0,0
2011-07-10 06:00:00+10:00,-32.951195,151.715443,281.01,276.67,1017,74,10.3,290,,0,sky is clear,0,0,0
2011-07-10 07:00:00+10:00,-32.951195,151.715443,281.05,276.52,1017,73,10.3,290,,0,sky is clear,0,0,0
